,id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url,all,BirthCoords,BirthLat,BirthLon
299,279,"Howard, Henry",Male,1769–1847,1769.0,1847.0,"London, United Kingdom","Oxford, United Kingdom",http://www.tate.org.uk/art/artists/henry-howard-279,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
300,2204,"Howson, Peter",Male,born 1958,1958.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/peter-howson-2204,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
301,283,"Hughes, Arthur",Male,1832–1915,1832.0,1915.0,"London, United Kingdom","Kew, United Kingdom",http://www.tate.org.uk/art/artists/arthur-hughes-283,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
302,1323,"Hughes-Stanton, Blair",Male,1902–1981,1902.0,1981.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/blair-hughes-stanton-1323,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
303,14367,"Hulusi, Mustafa",Male,born 1971,1971.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/mustafa-hulusi-14367,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
304,286,"Hunt, William Henry",Male,1790–1864,1790.0,1864.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-henry-hunt-286,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
305,287,"Hunt, William Holman",Male,1827–1910,1827.0,1910.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-holman-hunt-287,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
306,289,"Hurlstone, Frederick Yeates",Male,1800–1869,1800.0,1869.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frederick-yeates-hurlstone-289,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
307,1328,"Hurry, Leslie",Male,1909–1978,1909.0,1978.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/leslie-hurry-1328,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
308,1330,"Hutton, Clarke",Male,1898–1984,1898.0,1984.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/clarke-hutton-1330,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
309,1331,"Huxley, Paul",Male,born 1938,1938.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/paul-huxley-1331,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
310,1341,"Ironside, Robin",Male,1912–1965,1912.0,1965.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/robin-ironside-1341,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
311,1342,"Irvin, Albert",Male,born 1922,1922.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/albert-irvin-1342,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
312,1345,"Jacklin, Bill",Male,born 1943,1943.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/bill-jacklin-1345,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
313,297,"Johnson, Cornelius",Male,1593–1661,1593.0,1661.0,"London, United Kingdom","Utrecht, Nederland",http://www.tate.org.uk/art/artists/cornelius-johnson-297,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
314,2682,"Jones, Sarah",Female,born 1959,1959.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/sarah-jones-2682,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
315,11551,"Jones, Zebedee",Male,born 1970,1970.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/zebedee-jones-11551,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
316,1374,"Jonzen, Karin",Female,1914–1998,1914.0,1998.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/karin-jonzen-1374,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
317,1377,"Joseph, Peter",Male,born 1929,1929.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/peter-joseph-1377,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
318,4019,"Julien, Isaac",Male,born 1960,1960.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/isaac-julien-4019,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
319,2701,"Kay, Emma",Female,born 1961,1961.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/emma-kay-2701,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
320,304,"Keene, Charles Samuel",Male,1823–1891,1823.0,1891.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-samuel-keene-304,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
321,1390,"Keeping, Charles",Male,1924–1988,1924.0,1988.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/charles-keeping-1390,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
322,1394,"Kelly, Sir Gerald",Male,1879–1972,1879.0,1972.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/sir-gerald-kelly-1394,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
323,10184,"Kennard, Peter",Male,born 1949,1949.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/peter-kennard-10184,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
324,1402,"Kessell, Mary",Female,1914–1977,1914.0,1977.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/mary-kessell-1402,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
325,1403,"Kestelman, Morris",Male,1905–1998,1905.0,1998.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/morris-kestelman-1403,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
326,14889,"Kher, Bharti",Female,born 1969,1969.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/bharti-kher-14889,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
327,6589,"Kiaer, Ian",Male,born 1971,1971.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/ian-kiaer-6589,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
328,309,"King, John Henry Yeend",Male,1855–1924,1855.0,1924.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-henry-yeend-king-309,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
329,1415,"Kirk, Eve",Female,1900–1969,1900.0,1969.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/eve-kirk-1415,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
330,1425,"Knights, Winifred",Female,1899–1947,1899.0,1947.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/winifred-knights-1425,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
331,1428,"Koenig, Ghisha",Female,1921–1993,1921.0,1993.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/ghisha-koenig-1428,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
332,1436,"Kossoff, Leon",Male,born 1926,1926.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/leon-kossoff-1436,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
333,331,"La Thangue, Henry Herbert",Male,1859–1929,1859.0,1929.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-herbert-la-thangue-331,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
334,1452,"Lacey, Bruce",Male,born 1927,1927.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/bruce-lacey-1452,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
335,1459,"Lambourn, George",Male,1900–1977,1900.0,1977.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/george-lambourn-1459,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
336,1461,"Lancaster, Osbert",Male,1908–1986,1908.0,1986.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/osbert-lancaster-1461,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
337,323,"Landseer, Sir Edwin Henry",Male,1802–1873,1802.0,1873.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-edwin-henry-landseer-323,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
338,2409,"Landy, Michael",Male,born 1963,1963.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/michael-landy-2409,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
339,1479,"Le Bas, Edward",Male,1904–1966,1904.0,1966.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/edward-le-bas-1479,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
340,2642,"Leaman, Jonathan",Male,born 1954,1954.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/jonathan-leaman-2642,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
341,6877,"Leckey, Mark",Male,born 1964,1964.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/mark-leckey-6877,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
342,340,"Lee, Thomas Stirling",Male,1857–1916,1857.0,1916.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-stirling-lee-340,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
343,2437,"Leech, John",Male,1817–1864,1817.0,1864.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/john-leech-2437,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
344,1496,"Leslie, Alexander J.",Male,1873–1930,1873.0,1930.0,"London, United Kingdom","Lynton, United Kingdom",http://www.tate.org.uk/art/artists/alexander-j-leslie-1496,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
345,346,"Leslie, Charles Robert",Male,1794–1859,1794.0,1859.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/charles-robert-leslie-346,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
346,347,"Leslie, George Dunlop",Male,1835–1921,1835.0,1921.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/george-dunlop-leslie-347,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
347,1497,"Lessore, Helen",Female,1907–1994,1907.0,1994.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/helen-lessore-1497,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
348,1498,John,Male,born 1939,1939.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/john-lessore-1498,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
349,349,"Lewis, George Robert",Male,1782–1871,1782.0,1871.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/george-robert-lewis-349,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
350,350,"Lewis, John Frederick",Male,1805–1876,1805.0,1876.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/john-frederick-lewis-350,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
351,13288,"Ling, Simon",Male,born 1968,1968.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/simon-ling-13288,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
352,351,"Linnell, John",Male,1792–1882,1792.0,1882.0,"London, United Kingdom","Redhill, United Kingdom",http://www.tate.org.uk/art/artists/john-linnell-351,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
353,1517,"Lion, Flora",Female,1878–1958,1878.0,1958.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/flora-lion-1517,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
354,2570,"Long, Amelia",Female,1772–1837,1772.0,1837.0,"London, United Kingdom","Kent, United Kingdom",http://www.tate.org.uk/art/artists/amelia-long-lady-farnborough-2570,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
355,1530,"Lowe, Peter",Male,born 1938,1938.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/peter-lowe-1530,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
356,1531,"Lowinsky, Thomas",Male,1892–1947,1892.0,1947.0,"London, United Kingdom","Aldbourne, United Kingdom",http://www.tate.org.uk/art/artists/thomas-lowinsky-1531,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
357,2643,"Lucas, Sarah",Female,born 1962,1962.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/sarah-lucas-2643,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
358,1554,"Mahoney, Charles",Male,1903–1968,1903.0,1968.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/charles-mahoney-1554,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
359,1570,"Manson, James Bolivar",Male,1879–1945,1879.0,1945.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-bolivar-manson-1570,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
360,2533,"Marks, Henry Stacy",Male,1829–1898,1829.0,1898.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/henry-stacy-marks-2533,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
361,1582,"Markson, Helena",Female,born 1934,1934.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/helena-markson-1582,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
362,368,"Marlow, William",Male,1740–1813,1740.0,1813.0,"London, United Kingdom","Twickenham, United Kingdom",http://www.tate.org.uk/art/artists/william-marlow-368,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
363,15125,"Martin, Anne",Female,born 1936,1936.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/anne-martin-15125,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
364,1584,"Martin, Frank",Male,1921–2005,1921.0,2005.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/frank-martin-1584,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
365,372,"Martineau, Robert Braithwaite",Male,1826–1869,1826.0,1869.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/robert-braithwaite-martineau-372,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
366,1587,"Marx, Enid",Female,1902–1998,1902.0,1998.0,"London, United Kingdom","Islington, United Kingdom",http://www.tate.org.uk/art/artists/enid-marx-1587,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
367,7491,"McCall, Anthony",Male,born 1946,1946.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/anthony-mccall-7491,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
368,7026,"McCullin, Don",Male,born 1935,1935.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/don-mccullin-7026,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
369,2194,"McKenna, Stephen",Male,born 1939,1939.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/stephen-mckenna-2194,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
370,2387,"McQueen, Steve",Male,born 1969,1969.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/steve-mcqueen-2387,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
371,1614,"Mead, Dorothy",Female,1928–1975,1928.0,1975.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/dorothy-mead-1614,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
372,1616,"Medley, Robert",Male,1905–1994,1905.0,1994.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/robert-medley-1616,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
373,1617,"Mednikoff, Reuben",Male,1906–1972,1906.0,1972.0,"London, United Kingdom","Bexhill-on-Sea, United Kingdom",http://www.tate.org.uk/art/artists/reuben-mednikoff-1617,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
374,1638,"Milow, Keith",Male,born 1945,1945.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/keith-milow-1638,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
375,1650,"Moira, Gerald",Male,1867–1959,1867.0,1959.0,"London, United Kingdom","Northwood, United Kingdom",http://www.tate.org.uk/art/artists/gerald-moira-1650,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
376,1653,"Monnington, Sir Thomas",Male,1902–1976,1902.0,1976.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/sir-thomas-monnington-1653,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
377,2289,"Monro, Henry",Male,1791–1814,1791.0,1814.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/henry-monro-2289,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
378,1654,"Monro, Nicholas",Male,born 1936,1936.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/nicholas-monro-1654,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
379,385,"Morland, George",Male,1763–1804,1763.0,1804.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-morland-385,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
380,1665,"Morley, Malcolm",Male,born 1931,1931.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/malcolm-morley-1665,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
381,6241,"Musgrave, David",Male,born 1973,1973.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/david-musgrave-6241,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
382,1689,"Nash, John",Male,1893–1977,1893.0,1977.0,"London, United Kingdom","Isle of Wight, United Kingdom",http://www.tate.org.uk/art/artists/john-nash-1689,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
383,1690,"Nash, Paul",Male,1889–1946,1889.0,1946.0,"London, United Kingdom","Dorset, United Kingdom",http://www.tate.org.uk/art/artists/paul-nash-1690,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
384,1697,"Nevinson, Christopher Richard Wynne",Male,1889–1946,1889.0,1946.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/christopher-richard-wynne-nevinson-1697,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
385,1698,"Newman, Avis",Male,born 1946,1946.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/avis-newman-1698,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
386,2698,"O'Casey, Breon",Male,1928 – 2011,1928.0,2011.0,"London, United Kingdom","Cornwall, United Kingdom",http://www.tate.org.uk/art/artists/breon-ocasey-2698,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
387,6667,"O'Donnell, Hugh",Male,born 1950,1950.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/hugh-odonnell-6667,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
388,9842,"Olley, Jonathan",Male,born 1967,1967.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/jonathan-olley-9842,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
389,1717,"Olsson, Julius",Male,1864–1942,1864.0,1942.0,"London, United Kingdom","Dalkey, Éire",http://www.tate.org.uk/art/artists/julius-olsson-1717,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
390,1721,"Opie, Julian",Male,born 1958,1958.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/julian-opie-1721,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
391,1726,"Orr, Chris",Male,born 1943,1943.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/chris-orr-1726,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
392,12441,"Osborn, Emily",Female,1828–1925,1828.0,1925.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/emily-mary-osborn-12441,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
393,411,"Palmer, Samuel",Male,1805–1881,1805.0,1881.0,"London, United Kingdom","Reigate, United Kingdom",http://www.tate.org.uk/art/artists/samuel-palmer-411,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
394,412,"Pars, William",Male,1742–1782,1742.0,1782.0,"London, United Kingdom","Roma, Italia",http://www.tate.org.uk/art/artists/william-pars-412,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
395,7120,"Payne, Oliver",Male,born 1977,1977.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/oliver-payne-7120,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
396,1748,"Peacock, Ralph",Male,1868–1946,1868.0,1946.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/ralph-peacock-1748,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
397,1751,"Pegram, Henry Alfred",Male,1862–1937,1862.0,1937.0,"London, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/henry-alfred-pegram-1751,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
398,1755,"Penrose, Sir Roland",Male,1900–1984,1900.0,1984.0,"London, United Kingdom","East Sussex, United Kingdom",http://www.tate.org.uk/art/artists/sir-roland-penrose-1755,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
399,418,"Peppercorn, Arthur Douglas",Male,1847–1924,1847.0,1924.0,"London, United Kingdom","Ashtead, United Kingdom",http://www.tate.org.uk/art/artists/arthur-douglas-peppercorn-418,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
400,10544,"Peri, Peter",Male,born 1971,1971.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/peter-peri-10544,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
401,1764,"Phillips, Esq Tom",Male,born 1937,1937.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/tom-phillips-1764,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
402,1765,"Philpot, Glyn Warren",Male,1884–1937,1884.0,1937.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/glyn-warren-philpot-1765,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
403,1769,"Piché, Roland",Male,born 1938,1938.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/roland-piche-1769,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
404,424,"Pickersgill, Frederick Richard",Male,1820–1900,1820.0,1900.0,"London, United Kingdom","Isle Of Wight, United States",http://www.tate.org.uk/art/artists/frederick-richard-pickersgill-424,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
405,2582,"Pickersgill, Henry Hall",Male,1812–1861,1812.0,1861.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/henry-hall-pickersgill-2582,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
406,425,"Pickersgill, Henry William",Male,1782–1875,1782.0,1875.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-william-pickersgill-425,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
407,2313,"Pine, Robert Edge",Male,before 1730–1788,1730.0,1788.0,"London, United Kingdom","Philadelphia, United States",http://www.tate.org.uk/art/artists/robert-edge-pine-2313,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
408,429,"Pomeroy, Frederick William",Male,1856–1924,1856.0,1924.0,"London, United Kingdom","Kent, United Kingdom",http://www.tate.org.uk/art/artists/frederick-william-pomeroy-429,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
409,1787,"Poole, Henry",Male,1873–1928,1873.0,1928.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-poole-1787,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
410,431,"Potter, Frank Huddlestone",Male,1845–1887,1845.0,1887.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frank-huddlestone-potter-431,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
411,1794,"Potter, Helen Beatrix",Female,1866–1943,1866.0,1943.0,"London, United Kingdom","Cumbria, United Kingdom",http://www.tate.org.uk/art/artists/helen-beatrix-potter-1794,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
412,432,"Poynter, Ambrose",Male,1796–1886,1796.0,1886.0,"London, United Kingdom","Dover, United Kingdom",http://www.tate.org.uk/art/artists/ambrose-poynter-432,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
413,1801,"Procter, Dod",Female,1892–1972,1892.0,1972.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/dod-procter-1801,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
414,2451,"Pyne, William Henry",Male,1769–1843,1769.0,1843.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-henry-pyne-2451,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
415,2600,"Quinn, Marc",Male,born 1964,1964.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/marc-quinn-2600,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
416,1811,"Rackham, Arthur",Male,1867–1939,1867.0,1939.0,"London, United Kingdom","Limpsfield, United Kingdom",http://www.tate.org.uk/art/artists/arthur-rackham-1811,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
417,441,"Redgrave, Richard",Male,1804–1888,1804.0,1888.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/richard-redgrave-441,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
418,2348,"Redo, Achill",Male,born 1930,1930.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/achill-redo-anthony-hill-2348,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
419,1825,"Reinganum, Victor",Male,1907–1995,1907.0,1995.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/victor-reinganum-1825,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
420,7121,"Relph, Nick",Male,born 1979,1979.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/nick-relph-7121,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
421,1834,"Rhoades, Geoffrey",Male,1898–1980,1898.0,1980.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/geoffrey-rhoades-1834,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
422,16111,"Rhodes, Lis",Female,born 1942,1942.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/lis-rhodes-16111,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
423,446,"Richards, John Inigo",Male,1731–1810,1731.0,1810.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-inigo-richards-446,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
424,2584,"Richardson, Jonathan",Male,1667–1745,1667.0,1745.0,"London, United Kingdom","Camden, United Kingdom",http://www.tate.org.uk/art/artists/jonathan-richardson-2584,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
425,448,"Richmond, Sir William Blake",Male,1842–1921,1842.0,1921.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-blake-richmond-448,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
426,1845,"Riley, Bridget",Female,born 1931,1931.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/bridget-riley-1845,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
427,450,"Riley, John",Male,1646–1691,1646.0,1691.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-riley-450,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
428,452,"Rivers, Leopold",Male,1850–1905,1850.0,1905.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/leopold-rivers-452,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
429,453,"Riviere, Briton",Male,1840–1920,1840.0,1920.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/briton-riviere-453,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
